"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Workers 16 Years and Over:","Workers 16 Years and Over: Car, Truck, or Van","Workers 16 Years and Over: Drove Alone","Workers 16 Years and Over: Carpooled","Workers 16 Years and Over: Public Transportation (Includes Taxicab)","Workers 16 Years and Over: Motorcycle","Workers 16 Years and Over: Bicycle","Workers 16 Years and Over: Walked","Workers 16 Years and Over: Other Means","Workers 16 Years and Over: Worked At Home","Total Population:","Total Population: More than 5 Years","Total Population: More than 10 Years","Total Population: More than 15 Years","Total Population: More than 18 Years","Total Population: More than 25 Years","Total Population: More than 35 Years","Total Population: More than 45 Years","Total Population: More than 55 Years","Total Population: More than 65 Years","Total Population: More than 75 Years","Total Population: More than 85 Years","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"06073018618","Census Tract 186.18, San Diego County, California","ACSSF","ca","140","00","0009723",,,,,"06","073",,,"018618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018618","Census Tract 186.18",,,,2142,1817,1685,132,179,0,0,0,87,59,4206,3711,3433,3180,2964,2544,1806,1099,662,305,51,8,80000,4206,780,514,72,0,134,0,0,60,3426,1887,0,9,0,0,660,870
"06073018619","Census Tract 186.19, San Diego County, California","ACSSF","ca","140","00","0009724",,,,,"06","073",,,"018619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018619","Census Tract 186.19",,,,2326,2142,2002,140,0,0,0,16,20,148,5284,5116,4585,4194,4032,3816,3337,2596,1892,1322,422,144,147734,5284,4211,2737,384,20,588,0,41,441,1073,420,0,180,31,0,250,192
"06073018620","Census Tract 186.20, San Diego County, California","ACSSF","ca","140","00","0009725",,,,,"06","073",,,"018620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018620","Census Tract 186.20",,,,1409,1367,1198,169,0,0,0,0,0,42,2563,2438,2336,2213,2024,1674,1364,973,530,194,78,0,76061,2563,1035,464,124,0,409,0,0,38,1528,769,0,36,0,0,303,420
"06073018621","Census Tract 186.21, San Diego County, California","ACSSF","ca","140","00","0009726",,,,,"06","073",,,"018621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018621","Census Tract 186.21",,,,1149,1066,896,170,16,0,0,0,0,67,1990,1979,1970,1701,1669,1492,1177,875,674,384,164,125,93116,1990,1009,489,196,15,309,0,0,0,981,280,0,0,0,0,586,115
"06073018622","Census Tract 186.22, San Diego County, California","ACSSF","ca","140","00","0009727",,,,,"06","073",,,"018622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018622","Census Tract 186.22",,,,1754,1386,1307,79,168,0,0,0,12,188,4874,4429,3929,3461,3461,2639,2078,1658,1481,862,276,79,59525,4874,3036,1817,603,0,161,0,0,455,1838,1039,0,0,21,0,546,232
"06073018700","Census Tract 187, San Diego County, California","ACSSF","ca","140","00","0009728",,,,,"06","073",,,"018700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018700","Census Tract 187",,,,25074,12205,8630,3575,266,270,131,10704,267,1231,38223,34439,31373,29994,29430,10900,3581,693,182,41,0,0,56284,38223,25775,20174,2974,268,1001,128,152,1078,12448,4533,285,226,120,0,3161,4123
"06073018801","Census Tract 188.01, San Diego County, California","ACSSF","ca","140","00","0009729",,,,,"06","073",,,"018801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018801","Census Tract 188.01",,,,1464,1286,1158,128,0,20,0,12,0,146,3766,3597,3486,3168,3013,2765,2384,1986,1478,890,448,93,101583,3766,2734,2523,0,4,122,0,12,73,1032,400,0,87,0,17,73,455
"06073018803","Census Tract 188.03, San Diego County, California","ACSSF","ca","140","00","0009730",,,,,"06","073",,,"018803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018803","Census Tract 188.03",,,,1756,1410,1376,34,0,8,0,16,28,294,4501,4270,4107,3883,3562,3235,3044,2494,1667,1146,433,240,79167,4501,3384,3176,0,4,61,0,0,143,1117,703,0,0,0,0,311,103
"06073018804","Census Tract 188.04, San Diego County, California","ACSSF","ca","140","00","0009731",,,,,"06","073",,,"018804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018804","Census Tract 188.04",,,,2064,1766,1654,112,0,0,0,0,0,298,5049,4936,4704,4472,4342,4051,3803,3414,2670,1722,759,168,129857,5049,4364,3851,29,18,124,0,182,160,685,273,0,20,15,0,139,238
"06073018805","Census Tract 188.05, San Diego County, California","ACSSF","ca","140","00","0009732",,,,,"06","073",,,"018805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018805","Census Tract 188.05",,,,1648,1363,1316,47,0,0,0,22,18,245,3652,3474,3311,2849,2709,2567,2181,1645,1318,766,316,23,124397,3652,3032,2842,24,0,115,0,11,40,620,436,0,0,19,0,66,99
"06073018903","Census Tract 189.03, San Diego County, California","ACSSF","ca","140","00","0009733",,,,,"06","073",,,"018903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018903","Census Tract 189.03",,,,2346,2010,1928,82,0,27,41,0,10,258,5711,4835,4439,4084,3914,3347,2408,1867,1450,606,282,76,59651,5711,2329,1999,40,38,68,0,23,161,3382,1286,0,62,0,0,597,1437
"06073018904","Census Tract 189.04, San Diego County, California","ACSSF","ca","140","00","0009734",,,,,"06","073",,,"018904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018904","Census Tract 189.04",,,,2523,2325,2090,235,45,10,0,0,28,115,5972,5450,5001,4476,4151,3477,2528,2077,1343,906,436,211,53214,5972,2077,1837,4,25,72,52,0,87,3895,2419,41,35,0,0,1110,290
"06073018905","Census Tract 189.05, San Diego County, California","ACSSF","ca","140","00","0009735",,,,,"06","073",,,"018905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018905","Census Tract 189.05",,,,2934,2614,2240,374,27,6,0,72,98,117,6344,5785,5465,5054,4772,3779,2813,2209,1288,702,284,58,67656,6344,1983,1655,111,0,126,0,9,82,4361,2721,0,8,52,6,916,658
"06073018906","Census Tract 189.06, San Diego County, California","ACSSF","ca","140","00","0009736",,,,,"06","073",,,"018906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073018906","Census Tract 189.06",,,,3061,2465,2250,215,71,0,72,153,80,220,6687,6171,5581,5081,4909,4251,3083,2310,1515,794,306,67,67955,6687,2780,2060,233,0,197,71,24,195,3907,2225,12,51,0,0,736,883
"06073019001","Census Tract 190.01, San Diego County, California","ACSSF","ca","140","00","0009737",,,,,"06","073",,,"019001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019001","Census Tract 190.01",,,,2276,1930,1813,117,0,0,0,52,46,248,6382,5998,5775,5405,5220,4911,4179,3656,3021,1932,670,380,110679,6382,5294,4668,0,79,131,0,11,405,1088,496,0,0,10,0,413,169
"06073019002","Census Tract 190.02, San Diego County, California","ACSSF","ca","140","00","0009738",,,,,"06","073",,,"019002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019002","Census Tract 190.02",,,,1438,1304,1072,232,0,0,0,0,18,116,2850,2636,2517,2325,2292,2067,1688,1356,978,436,140,29,89419,2850,1907,1522,43,4,276,0,5,57,943,501,0,39,0,0,201,202
"06073019103","Census Tract 191.03, San Diego County, California","ACSSF","ca","140","00","0009739",,,,,"06","073",,,"019103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019103","Census Tract 191.03",,,,2893,2413,2127,286,0,0,0,0,0,480,5876,5527,5277,4983,4907,4474,3311,2865,2621,1398,476,103,96264,5876,3896,3318,305,0,160,0,12,101,1980,947,0,0,10,0,187,836
"06073019105","Census Tract 191.05, San Diego County, California","ACSSF","ca","140","00","0009740",,,,,"06","073",,,"019105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019105","Census Tract 191.05",,,,2861,2519,2282,237,12,0,0,56,0,274,6353,6010,5798,5377,5127,4847,4089,3259,2600,1500,719,170,125826,6353,4701,3909,0,102,370,18,0,302,1652,1040,40,0,19,6,393,154
"06073019107","Census Tract 191.07, San Diego County, California","ACSSF","ca","140","00","0009741",,,,,"06","073",,,"019107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019107","Census Tract 191.07",,,,1000,892,854,38,0,9,0,0,7,92,2454,2269,2086,1875,1820,1688,1373,1058,836,459,238,72,94500,2454,1746,1352,33,203,18,0,0,140,708,306,0,17,0,0,274,111
"06073019108","Census Tract 191.08, San Diego County, California","ACSSF","ca","140","00","0009742",,,,,"06","073",,,"019108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019108","Census Tract 191.08",,,,706,553,510,43,0,0,3,7,0,143,2328,2147,2020,1853,1785,1670,1499,1217,1067,535,270,10,86372,2328,1631,728,16,779,91,0,0,17,697,301,0,14,0,0,58,324
"06073019109","Census Tract 191.09, San Diego County, California","ACSSF","ca","140","00","0009743",,,,,"06","073",,,"019109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019109","Census Tract 191.09",,,,2545,2233,2050,183,2,22,0,22,0,266,4303,4191,3925,3647,3423,3118,2775,2229,874,390,195,68,109390,4303,2604,2204,147,54,92,7,10,90,1699,484,38,124,0,0,236,817
"06073019110","Census Tract 191.10, San Diego County, California","ACSSF","ca","140","00","0009744",,,,,"06","073",,,"019110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019110","Census Tract 191.10",,,,2268,1960,1894,66,6,0,0,4,0,298,5282,4911,4708,4307,3957,3323,2822,2445,1730,1055,386,173,114741,5282,3627,2812,17,482,15,0,198,103,1655,1211,0,6,0,0,131,307
"06073019111","Census Tract 191.11, San Diego County, California","ACSSF","ca","140","00","0009745",,,,,"06","073",,,"019111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019111","Census Tract 191.11",,,,1809,1574,1553,21,0,0,0,17,0,218,4491,4083,3492,3084,2850,2577,2130,1415,987,331,150,27,110452,4491,2656,1776,0,217,323,2,14,324,1835,1116,0,19,17,0,245,438
"06073019203","Census Tract 192.03, San Diego County, California","ACSSF","ca","140","00","0009746",,,,,"06","073",,,"019203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019203","Census Tract 192.03",,,,1413,1186,1072,114,21,0,0,0,0,206,2946,2773,2622,2521,2310,2052,1713,1343,953,456,182,46,115417,2946,1943,1536,46,0,99,24,37,201,1003,574,20,0,40,0,162,207
"06073019205","Census Tract 192.05, San Diego County, California","ACSSF","ca","140","00","0009747",,,,,"06","073",,,"019205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019205","Census Tract 192.05",,,,2774,2682,2286,396,0,0,0,6,0,86,5603,5421,5251,4859,4656,3937,3382,2533,1543,956,391,162,65227,5603,2514,1530,200,61,299,309,0,115,3089,1454,0,100,14,0,1142,379
"06073019206","Census Tract 192.06, San Diego County, California","ACSSF","ca","140","00","0009748",,,,,"06","073",,,"019206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019206","Census Tract 192.06",,,,2681,2396,2200,196,0,8,39,48,59,131,5556,5160,4899,4280,4068,3296,2218,1596,855,503,196,68,76928,5556,1383,958,105,0,307,13,0,0,4173,2006,0,30,0,0,605,1532
"06073019208","Census Tract 192.08, San Diego County, California","ACSSF","ca","140","00","0009749",,,,,"06","073",,,"019208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019208","Census Tract 192.08",,,,1612,1335,1219,116,0,0,15,54,0,208,3568,3326,3155,3033,2914,2563,2076,1616,1224,752,189,46,94814,3568,2717,2523,1,0,75,0,0,118,851,244,0,0,2,0,392,213
"06073019209","Census Tract 192.09, San Diego County, California","ACSSF","ca","140","00","0009750",,,,,"06","073",,,"019209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019209","Census Tract 192.09",,,,1214,1073,1026,47,0,0,0,0,0,141,2865,2783,2714,2541,2358,2178,1719,1441,1044,624,353,106,147708,2865,2110,1820,147,0,43,0,0,100,755,499,0,0,0,0,13,243
"06073019210","Census Tract 192.10, San Diego County, California","ACSSF","ca","140","00","0009751",,,,,"06","073",,,"019210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019210","Census Tract 192.10",,,,2704,2515,2362,153,0,0,0,0,0,189,5710,5250,4760,4539,4355,3378,2342,1679,1025,568,246,24,67775,5710,2802,2264,136,9,147,0,2,244,2908,2054,0,0,0,0,203,651
"06073019301","Census Tract 193.01, San Diego County, California","ACSSF","ca","140","00","0009752",,,,,"06","073",,,"019301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019301","Census Tract 193.01",,,,3231,2861,2590,271,13,65,0,0,0,292,6643,6064,5809,5328,5199,4551,3435,2921,2173,1083,382,34,101696,6643,4946,4041,65,0,582,0,0,258,1697,698,0,182,0,0,413,404
"06073019303","Census Tract 193.03, San Diego County, California","ACSSF","ca","140","00","0009753",,,,,"06","073",,,"019303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019303","Census Tract 193.03",,,,4222,3464,3075,389,50,58,0,49,211,390,8190,7674,6979,6472,6188,5327,3948,2968,1901,945,292,150,96919,8190,4803,3851,63,14,388,0,0,487,3387,2186,0,70,0,0,91,1040
"06073019304","Census Tract 193.04, San Diego County, California","ACSSF","ca","140","00","0009754",,,,,"06","073",,,"019304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019304","Census Tract 193.04",,,,1566,1372,1293,79,49,0,0,28,9,108,3105,2832,2705,2492,2362,2080,1630,1347,918,468,153,69,86591,3105,2422,1771,103,9,302,119,0,118,683,257,0,0,0,0,137,289
"06073019305","Census Tract 193.05, San Diego County, California","ACSSF","ca","140","00","0009755",,,,,"06","073",,,"019305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019305","Census Tract 193.05",,,,1959,1619,1373,246,23,26,0,105,0,186,4177,3821,3679,3590,3519,3129,2451,1914,1564,948,357,65,78750,4177,2848,1768,229,0,465,0,0,386,1329,600,189,37,0,0,121,382
"06073019403","Census Tract 194.03, San Diego County, California","ACSSF","ca","140","00","0009756",,,,,"06","073",,,"019403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019403","Census Tract 194.03",,,,3293,2775,2564,211,100,121,22,0,51,224,5961,5622,5346,5039,4839,4109,3070,2370,1359,499,99,34,99010,5961,3672,2365,464,0,348,289,6,200,2289,1547,0,0,9,0,429,304
"06073019404","Census Tract 194.04, San Diego County, California","ACSSF","ca","140","00","0009757",,,,,"06","073",,,"019404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019404","Census Tract 194.04",,,,1613,1511,1344,167,49,0,0,28,0,25,3248,3094,2880,2602,2407,2085,1526,1012,624,284,123,7,72898,3248,648,520,2,0,106,0,0,20,2600,1664,0,101,7,0,246,582
"06073019405","Census Tract 194.05, San Diego County, California","ACSSF","ca","140","00","0009758",,,,,"06","073",,,"019405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019405","Census Tract 194.05",,,,2035,1863,1797,66,20,0,0,3,25,124,3836,3485,3288,2975,2895,2474,1837,1030,736,438,127,27,80718,3836,1709,1174,61,0,280,0,34,160,2127,1022,16,32,0,0,275,782
"06073019406","Census Tract 194.06, San Diego County, California","ACSSF","ca","140","00","0009759",,,,,"06","073",,,"019406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019406","Census Tract 194.06",,,,2515,2240,2158,82,6,46,0,13,0,210,5066,4656,4420,4276,4113,3657,2463,1905,1270,648,258,73,74903,5066,2827,1977,167,30,300,101,6,246,2239,1000,0,0,0,0,451,788
"06073019501","Census Tract 195.01, San Diego County, California","ACSSF","ca","140","00","0009760",,,,,"06","073",,,"019501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019501","Census Tract 195.01",,,,1651,1469,1337,132,34,5,0,45,36,62,3637,3343,2954,2558,2343,1935,1379,867,349,94,4,4,59931,3637,640,412,48,0,14,119,0,47,2997,1790,7,63,0,0,452,685
"06073019502","Census Tract 195.02, San Diego County, California","ACSSF","ca","140","00","0009761",,,,,"06","073",,,"019502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019502","Census Tract 195.02",,,,2854,2568,2333,235,23,0,0,44,27,192,6222,5752,5302,4627,4236,3257,2270,1331,627,314,84,34,55000,6222,961,775,93,0,6,0,0,87,5261,3346,0,20,0,0,594,1301
"06073019503","Census Tract 195.03, San Diego County, California","ACSSF","ca","140","00","0009762",,,,,"06","073",,,"019503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019503","Census Tract 195.03",,,,2670,2409,2127,282,54,0,0,22,42,143,5144,4683,4235,3826,3611,2989,2393,1605,868,475,145,41,68707,5144,2119,1572,48,0,364,21,8,106,3025,2148,0,66,14,0,180,617
"06073019601","Census Tract 196.01, San Diego County, California","ACSSF","ca","140","00","0009763",,,,,"06","073",,,"019601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019601","Census Tract 196.01",,,,3818,3267,2886,381,42,0,0,42,114,353,7060,6569,6048,5563,5144,4628,3545,2197,1522,637,217,145,96635,7060,4361,3285,117,239,39,0,17,664,2699,1703,0,0,86,0,679,231
"06073019602","Census Tract 196.02, San Diego County, California","ACSSF","ca","140","00","0009764",,,,,"06","073",,,"019602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019602","Census Tract 196.02",,,,2336,1712,1633,79,9,0,12,54,173,376,5573,5187,4852,4369,3868,3340,2765,1920,1294,753,313,102,87976,5573,3071,2652,9,0,193,0,14,203,2502,1086,0,47,0,0,215,1154
"06073019701","Census Tract 197.01, San Diego County, California","ACSSF","ca","140","00","0009765",,,,,"06","073",,,"019701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019701","Census Tract 197.01",,,,3785,3260,3042,218,62,0,0,52,0,411,7677,7115,6921,6411,6081,5469,3993,2919,1670,875,531,226,84467,7677,4604,2925,694,29,632,0,100,224,3073,1573,41,10,0,0,479,970
"06073019702","Census Tract 197.02, San Diego County, California","ACSSF","ca","140","00","0009766",,,,,"06","073",,,"019702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019702","Census Tract 197.02",,,,2655,2295,2036,259,22,7,0,6,22,303,4909,4581,4391,4173,4006,3631,2838,2183,1533,805,260,51,104464,4909,3276,2915,61,1,167,0,0,132,1633,967,0,25,27,0,142,472
"06073019803","Census Tract 198.03, San Diego County, California","ACSSF","ca","140","00","0009767",,,,,"06","073",,,"019803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019803","Census Tract 198.03",,,,2850,2360,2298,62,10,40,0,35,0,405,5038,4800,4662,4462,4221,3677,2578,1843,1332,882,504,222,104637,5038,4408,3298,32,77,609,0,0,392,630,363,0,0,0,0,32,235
"06073019804","Census Tract 198.04, San Diego County, California","ACSSF","ca","140","00","0009768",,,,,"06","073",,,"019804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019804","Census Tract 198.04",,,,2015,1555,1438,117,13,0,14,9,28,396,4219,3987,3674,3355,3189,3020,2679,2037,1483,850,351,75,130991,4219,3862,3027,11,0,467,0,45,312,357,193,0,0,0,0,70,94
"06073019805","Census Tract 198.05, San Diego County, California","ACSSF","ca","140","00","0009769",,,,,"06","073",,,"019805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019805","Census Tract 198.05",,,,1725,1526,1369,157,35,0,11,0,85,68,4134,3732,3602,3395,3249,2833,2229,1614,1387,867,584,303,68194,4134,2453,1824,141,0,194,0,0,294,1681,486,0,0,50,0,439,706
"06073019808","Census Tract 198.08, San Diego County, California","ACSSF","ca","140","00","0009770",,,,,"06","073",,,"019808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019808","Census Tract 198.08",,,,1455,1017,1017,0,0,48,0,9,11,370,4435,4298,4244,3935,3866,3752,3303,2905,2486,2180,1425,444,92995,4435,4130,3399,0,12,420,0,0,299,305,157,0,0,17,0,64,67
"06073019809","Census Tract 198.09, San Diego County, California","ACSSF","ca","140","00","0009771",,,,,"06","073",,,"019809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019809","Census Tract 198.09",,,,1736,1500,1366,134,8,64,0,4,13,147,4223,3873,3731,3490,3319,3096,2652,2260,1930,1124,650,150,103000,4223,3382,2953,66,5,241,0,0,117,841,634,0,14,0,0,60,133
"06073019810","Census Tract 198.10, San Diego County, California","ACSSF","ca","140","00","0009772",,,,,"06","073",,,"019810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019810","Census Tract 198.10",,,,3156,2468,2317,151,21,24,0,0,30,613,6489,6194,5555,4793,4389,4160,3635,2643,1659,534,271,141,95982,6489,5337,4413,0,0,709,0,0,215,1152,975,133,0,0,0,44,0
"06073019811","Census Tract 198.11, San Diego County, California","ACSSF","ca","140","00","0009773",,,,,"06","073",,,"019811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019811","Census Tract 198.11",,,,2500,1899,1771,128,11,0,0,24,0,566,6058,5444,5163,4738,4551,4191,3609,2849,1995,1102,538,104,116625,6058,4839,2985,261,0,1485,0,0,108,1219,307,0,0,240,0,249,423
"06073019902","Census Tract 199.02, San Diego County, California","ACSSF","ca","140","00","0009774",,,,,"06","073",,,"019902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019902","Census Tract 199.02",,,,2127,1771,1698,73,71,11,23,16,33,202,4267,3859,3638,3267,3061,2701,2206,1478,836,536,138,30,87188,4267,2330,1568,296,4,197,96,0,169,1937,944,0,12,0,0,468,513
"06073019903","Census Tract 199.03, San Diego County, California","ACSSF","ca","140","00","0009775",,,,,"06","073",,,"019903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019903","Census Tract 199.03",,,,2387,2075,1836,239,25,0,0,10,0,277,5034,4658,4284,3998,3894,3535,2634,1959,1288,650,219,71,100156,5034,3221,2532,122,3,171,174,25,194,1813,865,0,0,38,0,414,496
"06073019904","Census Tract 199.04, San Diego County, California","ACSSF","ca","140","00","0009776",,,,,"06","073",,,"019904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019904","Census Tract 199.04",,,,3244,2747,2562,185,11,41,16,16,38,375,6007,5695,5254,5197,4991,4471,3408,2751,1696,1012,444,114,82028,6007,4361,3494,30,44,303,0,24,466,1646,1064,0,0,76,0,122,384
"06073019905","Census Tract 199.05, San Diego County, California","ACSSF","ca","140","00","0009777",,,,,"06","073",,,"019905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073019905","Census Tract 199.05",,,,2490,2046,1923,123,10,8,0,69,7,350,5125,4629,4442,4148,3932,3609,2792,1993,1236,783,363,107,95714,5125,3771,2465,461,0,440,22,37,346,1354,518,0,0,8,0,112,716
"06073020015","Census Tract 200.15, San Diego County, California","ACSSF","ca","140","00","0009778",,,,,"06","073",,,"020015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020015","Census Tract 200.15",,,,2931,2373,2317,56,1,7,22,12,61,455,5772,5455,5225,4861,4510,4382,3605,2818,1693,881,208,72,143132,5772,5313,4774,24,0,210,0,106,199,459,221,26,0,0,0,93,119
"06073020017","Census Tract 200.17, San Diego County, California","ACSSF","ca","140","00","0009779",,,,,"06","073",,,"020017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020017","Census Tract 200.17",,,,1376,1289,1137,152,6,25,0,28,0,28,3113,3013,2808,2509,2373,2015,1362,1130,806,435,162,54,55915,3113,1402,1085,61,0,185,0,0,71,1711,790,0,0,0,0,493,428
"06073020019","Census Tract 200.19, San Diego County, California","ACSSF","ca","140","00","0009780",,,,,"06","073",,,"020019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020019","Census Tract 200.19",,,,3375,2909,2544,365,27,0,0,0,0,439,7595,7234,6872,6482,6192,5661,5048,4152,3415,2369,913,357,83652,7595,4349,3726,56,0,426,0,0,141,3246,1739,0,0,0,0,827,680
"06073020021","Census Tract 200.21, San Diego County, California","ACSSF","ca","140","00","0009781",,,,,"06","073",,,"020021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020021","Census Tract 200.21",,,,2798,2415,2326,89,40,0,13,101,52,177,5564,5308,4946,4317,3970,3335,2640,1892,1080,447,223,66,83105,5564,1983,1407,32,0,483,10,0,51,3581,1917,21,0,0,0,1100,543
"06073020023","Census Tract 200.23, San Diego County, California","ACSSF","ca","140","00","0009782",,,,,"06","073",,,"020023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073020023","Census Tract 200.23",,,,2130,1929,1822,107,0,0,14,48,0,139,4012,3826,3588,3418,3315,2855,2372,1843,1204,587,237,120,110536,4012,2611,1916,148,0,246,0,19,282,1401,964,21,0,56,0,221,139
